,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
7523,WL40338,California,F,Bachelor,780191.7081391752,35625.0,65.0,1,Personal Auto,Four-Door Car,288.572108
7524,GV75215,Oregon,F,Bachelor,780191.7081391752,54684.0,111.0,3,Corporate Auto,Luxury,302.137164
7525,CN91738,Oregon,M,Bachelor,780191.7081391752,56228.0,65.0,0,Personal Auto,Two-Door Car,276.877348
7526,UR36951,Oregon,M,Bachelor,780191.7081391752,82166.0,134.0,3,Personal Auto,SUV,643.2
7527,JU87932,Oregon,F,Bachelor,780191.7081391752,30406.0,73.0,0,Personal Auto,Four-Door Car,350.4
7528,IR50609,Arizona,M,Bachelor,780191.7081391752,75007.0,101.0,0,Personal Auto,Four-Door Car,668.773522
7529,VI18029,Washington,M,Bachelor,780191.7081391752,79271.0,62.0,4,Personal Auto,Four-Door Car,232.753598
7530,CC46747,Arizona,F,High School or Below,780191.7081391752,0.0,76.0,0,Personal Auto,Four-Door Car,364.8
7531,ZK58906,California,M,Bachelor,780191.7081391752,59414.0,140.0,0,Personal Auto,SUV,65.022258
7532,SQ70457,Oregon,M,Bachelor,780191.7081391752,44719.0,66.0,0,Personal Auto,Four-Door Car,316.8
7533,ZA37110,Nevada,F,Bachelor,780191.7081391752,0.0,129.0,2,Personal Auto,SUV,291.744204
7534,HH23204,California,F,Doctor,780191.7081391752,21986.0,63.0,0,Personal Auto,Two-Door Car,333.696228
7535,IE29890,Oregon,F,High School or Below,780191.7081391752,58480.0,113.0,1,Personal Auto,SUV,542.4
7536,VO25412,Washington,F,Master,780191.7081391752,37520.0,74.0,0,Special Auto,Two-Door Car,163.576763
7537,ME37051,California,M,Bachelor,780191.7081391752,50165.0,62.0,0,Personal Auto,Two-Door Car,129.999138
7538,DL17162,Arizona,M,College,780191.7081391752,42961.0,83.0,0,Personal Auto,Four-Door Car,398.4
7539,DD27563,Oregon,M,High School or Below,780191.7081391752,86687.0,80.0,0,Personal Auto,Four-Door Car,274.159702
7540,IA27050,Oregon,F,High School or Below,780191.7081391752,0.0,93.0,0,Personal Auto,Four-Door Car,41.617367
7541,UQ63751,Arizona,F,Bachelor,780191.7081391752,23772.0,83.0,0,Personal Auto,Four-Door Car,100.652984
7542,MV26494,California,M,College,780191.7081391752,0.0,98.0,0,Personal Auto,Four-Door Car,354.939043
7543,EN89709,Arizona,F,Doctor,780191.7081391752,18241.0,65.0,0,Personal Auto,Two-Door Car,151.991098
7544,QN68814,Oregon,M,Bachelor,780191.7081391752,0.0,65.0,0,Corporate Auto,Two-Door Car,312.0
7545,NE70831,California,F,High School or Below,780191.7081391752,86650.0,69.0,2,Personal Auto,Two-Door Car,323.865715
7546,FV72595,Arizona,M,Bachelor,780191.7081391752,0.0,137.0,0,Personal Auto,SUV,1554.089517
7547,VZ81004,Oregon,F,Master,780191.7081391752,35973.0,159.0,0,Personal Auto,Luxury,763.2
7548,VM89271,Arizona,M,High School or Below,780191.7081391752,26262.0,97.0,0,Personal Auto,Four-Door Car,465.6
7549,CL97519,California,M,College,780191.7081391752,25187.0,121.0,0,Personal Auto,SUV,580.8
7550,RN71166,Oregon,F,High School or Below,780191.7081391752,88081.0,64.0,0,Personal Auto,Four-Door Car,82.483947
7551,PJ86059,Oregon,F,High School or Below,780191.7081391752,83460.0,66.0,0,Corporate Auto,Four-Door Car,443.44552
7552,BP34620,California,F,Bachelor,780191.7081391752,19949.0,74.0,1,Corporate Auto,Four-Door Car,355.2
7553,HI58196,Oregon,M,College,780191.7081391752,0.0,92.0,0,Personal Auto,Two-Door Car,897.379535
7554,OZ58610,Arizona,M,High School or Below,780191.7081391752,0.0,109.0,0,Personal Auto,SUV,784.8
7555,WC34456,California,F,Bachelor,780191.7081391752,77739.0,98.0,0,Personal Auto,Four-Door Car,428.563553
7556,FC15606,Oregon,F,College,780191.7081391752,23649.0,122.0,0,Personal Auto,SUV,535.606632
7557,UM99946,Arizona,M,College,780191.7081391752,68980.0,98.0,0,Personal Auto,Four-Door Car,464.038577
7558,JG94795,Oregon,F,Master,780191.7081391752,60010.0,103.0,0,Special Auto,Four-Door Car,494.4
7559,GD93408,California,F,Bachelor,780191.7081391752,30968.0,74.0,1,Corporate Auto,Two-Door Car,45.425684
7560,QO12561,California,M,High School or Below,780191.7081391752,0.0,116.0,0,Personal Auto,Four-Door Car,556.8
7561,VI12822,Washington,F,High School or Below,780191.7081391752,99841.0,65.0,0,Personal Auto,Four-Door Car,312.0
7562,CT84535,California,M,College,780191.7081391752,0.0,105.0,0,Personal Auto,Four-Door Car,504.0
7563,NT36519,California,M,College,780191.7081391752,32967.0,105.0,1,Personal Auto,SUV,504.0
7564,WT86597,Oregon,M,Master,780191.7081391752,0.0,125.0,0,Personal Auto,SUV,900.0
7565,ZJ27465,California,F,College,780191.7081391752,31794.0,119.0,0,Personal Auto,SUV,571.2
7566,QF75939,Washington,F,High School or Below,780191.7081391752,36710.0,94.0,0,Personal Auto,Four-Door Car,676.8
7567,MC73302,Oregon,F,Bachelor,780191.7081391752,36267.0,69.0,0,Personal Auto,Four-Door Car,263.454037
7568,WE21182,Oregon,M,High School or Below,780191.7081391752,12430.0,73.0,0,Personal Auto,Four-Door Car,350.4
7569,TD90906,Oregon,F,High School or Below,780191.7081391752,93715.0,74.0,0,Personal Auto,Four-Door Car,532.8
7570,WB66665,Nevada,F,College,780191.7081391752,75648.0,108.0,0,Corporate Auto,SUV,112.660916
7571,ZP26168,Washington,F,College,780191.7081391752,24584.0,66.0,0,Corporate Auto,Four-Door Car,279.706613
7572,ZG56744,California,M,Bachelor,780191.7081391752,36088.0,72.0,0,Personal Auto,Four-Door Car,345.6
7573,BO81145,Arizona,M,Bachelor,780191.7081391752,21723.0,104.0,0,Personal Auto,SUV,748.8
7574,BQ28323,Oregon,F,High School or Below,780191.7081391752,63833.0,73.0,0,Personal Auto,Four-Door Car,199.460544
7575,WD38315,California,M,College,780191.7081391752,0.0,61.0,0,Personal Auto,Four-Door Car,304.156333
7576,IS73434,Arizona,F,Bachelor,780191.7081391752,45892.0,81.0,0,Corporate Auto,Four-Door Car,388.8
7577,VO94890,Oregon,M,College,780191.7081391752,90263.0,74.0,0,Personal Auto,Two-Door Car,355.2
7578,ZH43085,Washington,M,High School or Below,780191.7081391752,0.0,63.0,0,Corporate Auto,Four-Door Car,453.6
7579,HQ10502,Oregon,M,Bachelor,780191.7081391752,40548.0,98.0,0,Personal Auto,Four-Door Car,470.4
7580,SP46702,Oregon,M,College,780191.7081391752,0.0,99.0,0,Corporate Auto,Two-Door Car,831.340966
7581,JB60515,Washington,M,High School or Below,780191.7081391752,50450.0,63.0,0,Personal Auto,Four-Door Car,302.4
7582,TK49887,California,F,College,780191.7081391752,0.0,85.0,0,Personal Auto,Two-Door Car,612.0
7583,EG16813,Arizona,F,College,780191.7081391752,75963.0,69.0,0,Corporate Auto,Two-Door Car,102.147789
7584,SI13406,Arizona,F,High School or Below,780191.7081391752,32714.0,87.0,0,Personal Auto,Four-Door Car,513.041633
7585,WC11272,Oregon,F,Bachelor,780191.7081391752,42790.0,87.0,0,Personal Auto,Two-Door Car,290.057111
7586,TU27563,Oregon,F,Bachelor,780191.7081391752,20694.0,94.0,1,Personal Auto,Two-Door Car,451.2
7587,IL72707,California,F,Bachelor,780191.7081391752,25820.0,82.0,0,Personal Auto,Four-Door Car,393.6
7588,DZ62350,California,M,High School or Below,780191.7081391752,24744.0,65.0,0,Personal Auto,Four-Door Car,312.0
7589,VV82891,Washington,F,Bachelor,780191.7081391752,0.0,73.0,3,Personal Auto,Two-Door Car,350.4
7590,UQ41461,Washington,F,Bachelor,780191.7081391752,27538.0,63.0,4,Personal Auto,Four-Door Car,285.843893
7591,NI58226,Oregon,F,High School or Below,780191.7081391752,81280.0,68.0,0,Personal Auto,Four-Door Car,308.349562
7592,VA78645,California,M,College,780191.7081391752,0.0,67.0,1,Personal Auto,Four-Door Car,321.6
7593,UY61301,Nevada,M,Bachelor,780191.7081391752,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
7594,XC25965,Washington,F,Bachelor,780191.7081391752,26486.0,128.0,1,Personal Auto,SUV,614.4
7595,EB93628,Oregon,F,High School or Below,780191.7081391752,0.0,97.0,0,Personal Auto,Two-Door Car,465.6
7596,PK35830,Oregon,M,Bachelor,780191.7081391752,0.0,182.0,0,Personal Auto,Luxury,1953.87972
7597,KY98596,Arizona,M,Bachelor,780191.7081391752,68331.0,63.0,0,Personal Auto,Four-Door Car,302.4
7598,CI19819,Arizona,M,High School or Below,780191.7081391752,0.0,71.0,1,Personal Auto,Two-Door Car,511.2
7599,TN82637,Nevada,M,College,780191.7081391752,21636.0,64.0,5,Personal Auto,Two-Door Car,213.587367
7600,FA90739,Oregon,M,High School or Below,780191.7081391752,0.0,121.0,0,Corporate Auto,SUV,871.2
7601,FD62224,Oregon,F,College,780191.7081391752,0.0,133.0,0,Personal Auto,SUV,1386.870718
7602,KE45653,California,F,Bachelor,780191.7081391752,0.0,64.0,0,Personal Auto,Four-Door Car,307.2
7603,FC10193,Washington,F,College,780191.7081391752,35601.0,69.0,0,Personal Auto,Four-Door Car,249.803437
7604,DO48835,Oregon,M,High School or Below,780191.7081391752,0.0,198.0,1,Corporate Auto,Luxury,1425.6
7605,VK44934,California,M,College,780191.7081391752,28558.0,119.0,4,Personal Auto,SUV,797.558033
7606,XB89264,Nevada,F,High School or Below,780191.7081391752,60101.0,66.0,0,Corporate Auto,Two-Door Car,1.332349
7607,XL49151,Arizona,M,College,780191.7081391752,22426.0,76.0,1,Corporate Auto,Four-Door Car,528.391284
7608,FG42635,Oregon,M,College,780191.7081391752,30720.0,139.0,4,Personal Auto,SUV,778.463303
7609,FE12805,Oregon,F,Bachelor,780191.7081391752,34161.0,186.0,3,Personal Auto,SUV,892.8
7610,GT17701,Oregon,F,Bachelor,780191.7081391752,42987.0,77.0,0,Personal Auto,Four-Door Car,128.490137
7611,CH76379,Oregon,M,Bachelor,780191.7081391752,0.0,61.0,0,Personal Auto,Four-Door Car,292.8
7612,QT77453,Arizona,F,High School or Below,780191.7081391752,80928.0,132.0,0,Corporate Auto,SUV,538.545218
7613,BS90503,Washington,F,Bachelor,780191.7081391752,86640.0,67.0,0,Personal Auto,Four-Door Car,65.457366
7614,MX93376,California,F,College,780191.7081391752,26714.0,64.0,1,Personal Auto,Two-Door Car,307.2
7615,KT54608,Arizona,M,Bachelor,780191.7081391752,78618.0,66.0,0,Corporate Auto,Two-Door Car,225.578841
7616,CY18875,Oregon,F,High School or Below,780191.7081391752,0.0,78.0,0,Personal Auto,Four-Door Car,732.340362
7617,YT74573,California,M,College,780191.7081391752,0.0,126.0,0,Personal Auto,SUV,604.8
7618,WL46640,Nevada,M,College,780191.7081391752,62977.0,115.0,0,Corporate Auto,SUV,552.0
7619,CY49953,Oregon,F,College,780191.7081391752,0.0,79.0,0,Special Auto,Four-Door Car,568.8
7620,FD72269,California,F,High School or Below,780191.7081391752,19724.0,72.0,0,Personal Auto,Four-Door Car,345.6
7621,RE29039,California,F,High School or Below,780191.7081391752,27558.0,65.0,0,Personal Auto,Four-Door Car,312.0
7622,TA35356,California,F,College,780191.7081391752,86054.0,239.0,0,Personal Auto,Luxury,115.166422
7623,HS88081,California,F,High School or Below,780191.7081391752,42846.0,81.0,0,Corporate Auto,Four-Door Car,286.142521
7624,SM52948,Nevada,F,Bachelor,780191.7081391752,57107.0,110.0,3,Personal Auto,SUV,528.0
7625,ZL30083,Oregon,M,High School or Below,780191.7081391752,0.0,119.0,0,Personal Auto,Luxury,571.2
7626,MP22051,Washington,M,College,780191.7081391752,54314.0,66.0,0,Personal Auto,Four-Door Car,282.770894
7627,OF38237,California,F,Doctor,780191.7081391752,29950.0,61.0,0,Personal Auto,Two-Door Car,292.8
7628,KL27677,Nevada,F,College,780191.7081391752,24195.0,90.0,0,Personal Auto,Two-Door Car,360.269404
7629,NX58648,Oregon,F,High School or Below,780191.7081391752,0.0,73.0,0,Personal Auto,Four-Door Car,388.819919
7630,WP19664,Arizona,M,College,780191.7081391752,47481.0,116.0,0,Personal Auto,SUV,556.8
7631,LB83807,Oregon,M,Bachelor,780191.7081391752,63354.0,106.0,0,Personal Auto,Two-Door Car,508.8
7632,EL44544,Oregon,F,High School or Below,780191.7081391752,57591.0,66.0,0,Corporate Auto,Four-Door Car,316.8
7633,ST99840,Nevada,F,Bachelor,780191.7081391752,0.0,71.0,0,Corporate Auto,Four-Door Car,340.8
7634,ZS15062,Oregon,M,Master,780191.7081391752,34919.0,82.0,1,Personal Auto,Four-Door Car,277.871312
7635,RJ68578,Oregon,M,High School or Below,780191.7081391752,76879.0,101.0,0,Corporate Auto,Luxury,487.102627
7636,AE74442,California,F,Bachelor,780191.7081391752,61584.0,61.0,0,Corporate Auto,Four-Door Car,205.294927
7637,TF80571,California,M,High School or Below,780191.7081391752,28792.0,185.0,3,Corporate Auto,Luxury,1166.603776
7638,YH31618,Oregon,F,Bachelor,780191.7081391752,0.0,105.0,0,Corporate Auto,Two-Door Car,504.0
7639,HZ39407,Washington,M,Master,780191.7081391752,26713.0,71.0,0,Personal Auto,Four-Door Car,142.695319
7640,GX38439,California,F,College,780191.7081391752,0.0,129.0,0,Personal Auto,SUV,928.8
7641,FF65294,Oregon,M,High School or Below,780191.7081391752,34244.0,87.0,2,Personal Auto,Four-Door Car,417.6
7642,GC40999,Oregon,M,College,780191.7081391752,25251.0,66.0,0,Personal Auto,Four-Door Car,316.8
7643,BA87048,Washington,M,Bachelor,780191.7081391752,0.0,68.0,0,Personal Auto,Four-Door Car,326.4
7644,DE23903,Oregon,F,Bachelor,780191.7081391752,59848.0,73.0,1,Personal Auto,Two-Door Car,131.614733
7645,UP30859,Nevada,F,College,780191.7081391752,39815.0,64.0,0,Special Auto,Four-Door Car,91.391245
7646,PY17715,California,F,Master,780191.7081391752,58840.0,86.0,0,Corporate Auto,Two-Door Car,73.27252
7647,NU22358,Washington,F,Master,780191.7081391752,97131.0,64.0,0,Special Auto,Four-Door Car,307.2
7648,BR77413,Arizona,M,College,780191.7081391752,58089.0,118.0,0,Personal Auto,SUV,566.4
7649,FI17798,California,M,Doctor,780191.7081391752,0.0,71.0,0,Personal Auto,Four-Door Car,340.8
7650,KN32615,Arizona,F,College,780191.7081391752,0.0,126.0,2,Personal Auto,SUV,656.57161
7651,EB86696,California,M,Bachelor,780191.7081391752,21808.0,119.0,0,Special Auto,SUV,571.2
7652,YB14965,Arizona,M,College,780191.7081391752,89771.0,114.0,0,Personal Auto,SUV,432.409662
7653,ZD42550,Nevada,F,Master,780191.7081391752,36776.0,65.0,0,Corporate Auto,Four-Door Car,240.186527
7654,FI61655,Arizona,M,Bachelor,780191.7081391752,31213.0,65.0,0,Corporate Auto,Four-Door Car,312.0
7655,PC30692,Oregon,M,Bachelor,780191.7081391752,0.0,115.0,0,Personal Auto,SUV,987.293841
7656,EK71077,California,F,Bachelor,780191.7081391752,0.0,61.0,0,Corporate Auto,Four-Door Car,439.2
7657,ED91989,Arizona,M,College,780191.7081391752,0.0,107.0,0,Personal Auto,SUV,513.6
7658,JH58573,California,M,College,780191.7081391752,32555.0,68.0,0,Personal Auto,Two-Door Car,86.912677
7659,YP75411,Arizona,M,College,780191.7081391752,0.0,69.0,0,Personal Auto,Two-Door Car,496.8
7660,FV33188,Washington,M,Bachelor,780191.7081391752,29735.0,69.0,0,Personal Auto,Four-Door Car,331.2
7661,ZQ94561,Washington,M,College,780191.7081391752,80590.0,74.0,0,Corporate Auto,Four-Door Car,97.928632
7662,JZ16164,Oregon,F,Bachelor,780191.7081391752,22565.0,132.0,0,Personal Auto,SUV,633.6
7663,MU63232,Arizona,M,Master,780191.7081391752,54817.0,137.0,0,Personal Auto,SUV,209.504391
7664,CG13512,Oregon,M,College,780191.7081391752,0.0,62.0,0,Personal Auto,Two-Door Car,42.642554
7665,ZR86524,Oregon,F,College,780191.7081391752,55393.0,74.0,1,Corporate Auto,Four-Door Car,2.173552
7666,UG38549,California,F,High School or Below,780191.7081391752,0.0,83.0,0,Personal Auto,Four-Door Car,597.6
7667,HJ37943,California,F,Bachelor,780191.7081391752,75634.0,110.0,0,Personal Auto,Two-Door Car,432.805382
7668,QA72881,Oregon,M,College,780191.7081391752,62464.0,109.0,0,Personal Auto,Luxury,400.181882
7669,BL54814,Arizona,M,College,780191.7081391752,72648.0,61.0,0,Personal Auto,Four-Door Car,120.850664
7670,MG72449,Nevada,F,Bachelor,780191.7081391752,77167.0,66.0,0,Personal Auto,Four-Door Car,137.086695
7671,VR66049,Washington,M,High School or Below,780191.7081391752,56980.0,84.0,0,Corporate Auto,Two-Door Car,599.000883
7672,KC17606,California,F,College,780191.7081391752,27444.0,66.0,0,Personal Auto,Four-Door Car,313.931213
7673,LB12820,Oregon,M,High School or Below,780191.7081391752,57289.0,86.0,0,Corporate Auto,Two-Door Car,562.224942
7674,ZH30674,Oregon,M,Bachelor,780191.7081391752,84091.0,105.0,0,Personal Auto,Four-Door Car,380.560266
7675,HX96638,Arizona,M,College,780191.7081391752,0.0,67.0,2,Personal Auto,Four-Door Car,806.180375
7676,TT20057,Oregon,M,College,780191.7081391752,59590.0,136.0,0,Personal Auto,SUV,460.266881
7677,AM26598,Arizona,F,College,780191.7081391752,89672.0,72.0,0,Personal Auto,Four-Door Car,309.568636
7678,AY73718,California,F,Bachelor,780191.7081391752,96535.0,66.0,0,Personal Auto,Four-Door Car,271.074379
7679,EL11108,Oregon,F,Doctor,780191.7081391752,25575.0,117.0,0,Personal Auto,SUV,561.6
7680,FA15811,Nevada,F,College,780191.7081391752,38910.0,78.0,0,Personal Auto,Two-Door Car,20.209679
7681,BA51898,Arizona,M,Bachelor,780191.7081391752,39426.0,114.0,0,Special Auto,SUV,412.884282
7682,PP30874,California,F,High School or Below,780191.7081391752,28304.0,91.0,2,Personal Auto,Four-Door Car,655.2
7683,MN74944,Arizona,M,College,780191.7081391752,52210.0,80.0,0,Personal Auto,Four-Door Car,384.0
7684,FK94501,Nevada,F,Bachelor,780191.7081391752,0.0,102.0,0,Personal Auto,SUV,273.945412
7685,HZ84382,Oregon,M,Master,780191.7081391752,94851.0,104.0,0,Personal Auto,Four-Door Car,190.998822
7686,FA89548,Arizona,M,Bachelor,780191.7081391752,0.0,67.0,0,Personal Auto,Four-Door Car,399.0564
7687,GD29440,Washington,M,Bachelor,780191.7081391752,18608.0,71.0,0,Personal Auto,Four-Door Car,340.8
7688,DE21910,Oregon,F,College,780191.7081391752,41025.0,92.0,0,Personal Auto,Four-Door Car,20.374393
7689,CH50584,Oregon,M,High School or Below,780191.7081391752,71449.0,102.0,0,Personal Auto,SUV,734.4
7690,JV97593,California,F,Bachelor,780191.7081391752,92653.0,83.0,1,Personal Auto,Four-Door Car,456.519419
7691,ND68993,Nevada,F,Bachelor,780191.7081391752,33190.0,106.0,0,Personal Auto,SUV,508.8
7692,YT46746,Oregon,F,College,780191.7081391752,24290.0,82.0,0,Personal Auto,Four-Door Car,393.6
7693,RF94484,Oregon,F,College,780191.7081391752,22571.0,63.0,0,Corporate Auto,Four-Door Car,302.4
7694,No19664,California,F,High School or Below,780191.7081391752,26409.0,71.0,0,Personal Auto,Four-Door Car,475.166267
7695,BA97018,Arizona,M,High School or Below,780191.7081391752,21616.0,93.0,0,Personal Auto,Two-Door Car,944.854655
7696,HY16703,Oregon,M,College,780191.7081391752,36463.0,92.0,0,Personal Auto,Four-Door Car,441.6
7697,MA15172,California,F,Bachelor,780191.7081391752,14290.0,271.0,0,Personal Auto,Luxury,1300.8
7698,WO81184,California,M,Bachelor,780191.7081391752,34645.0,69.0,3,Special Auto,Two-Door Car,220.446667
7699,FX39582,Washington,M,Bachelor,780191.7081391752,67001.0,131.0,0,Personal Auto,SUV,463.425687
7700,ZG23976,California,F,Bachelor,780191.7081391752,96200.0,107.0,0,Personal Auto,Two-Door Car,513.6
7701,WE25756,Arizona,M,High School or Below,780191.7081391752,69241.0,93.0,0,Personal Auto,Four-Door Car,111.250449
7702,AP59947,California,F,Bachelor,780191.7081391752,55843.0,64.0,0,Corporate Auto,Two-Door Car,307.2
7703,JG31799,California,F,Bachelor,780191.7081391752,20305.0,76.0,1,Personal Auto,Two-Door Car,496.477418
7704,XY28151,Oregon,F,Bachelor,780191.7081391752,0.0,68.0,0,Corporate Auto,Two-Door Car,489.6
7705,ZB72138,Oregon,M,Bachelor,780191.7081391752,44329.0,112.0,0,Personal Auto,SUV,537.6
7706,OP52966,Arizona,M,High School or Below,780191.7081391752,44279.0,61.0,0,Personal Auto,Two-Door Car,292.8
7707,TG67664,California,F,College,780191.7081391752,0.0,87.0,3,Personal Auto,Four-Door Car,420.041981
7708,DH14632,Oregon,F,College,780191.7081391752,34695.0,113.0,0,Personal Auto,SUV,100.323765
7709,QN26812,Arizona,M,High School or Below,780191.7081391752,79297.0,64.0,0,Personal Auto,Four-Door Car,72.760316
7710,PD97837,Arizona,M,Bachelor,780191.7081391752,0.0,62.0,0,Corporate Auto,Four-Door Car,297.6
7711,LX67597,Nevada,M,Bachelor,780191.7081391752,84183.0,72.0,0,Personal Auto,Four-Door Car,255.565349
7712,VH35998,California,M,Doctor,780191.7081391752,53375.0,79.0,0,Personal Auto,Four-Door Car,127.322656
7713,UE54045,California,F,High School or Below,780191.7081391752,32046.0,127.0,0,Corporate Auto,SUV,475.599472
7714,XA50997,Nevada,M,High School or Below,780191.7081391752,91393.0,67.0,0,Personal Auto,Two-Door Car,460.551521
7715,GM37281,California,F,Bachelor,780191.7081391752,76731.0,64.0,0,Personal Auto,Four-Door Car,201.455005
7716,QT84069,Oregon,M,Master,780191.7081391752,82081.0,249.0,0,Personal Auto,Luxury,753.760098
7717,MG74662,Oregon,F,High School or Below,780191.7081391752,51337.0,88.0,0,Corporate Auto,Four-Door Car,72.543171
7718,EP46328,California,M,Bachelor,780191.7081391752,74015.0,72.0,0,Personal Auto,Four-Door Car,471.443077
7719,UL87052,Arizona,F,Bachelor,780191.7081391752,0.0,117.0,0,Personal Auto,SUV,842.4
7720,GA93544,Oregon,F,High School or Below,780191.7081391752,0.0,77.0,0,Personal Auto,Four-Door Car,554.4
7721,EW73206,California,F,Bachelor,780191.7081391752,68849.0,67.0,0,Corporate Auto,Two-Door Car,252.699037
7722,MV19629,Oregon,F,College,780191.7081391752,37376.0,99.0,0,Personal Auto,Four-Door Car,65.548725
7723,TK67721,Oregon,F,High School or Below,780191.7081391752,0.0,64.0,0,Corporate Auto,Four-Door Car,621.968062
7724,AD38685,California,M,College,780191.7081391752,62464.0,109.0,0,Personal Auto,Luxury,400.181882
7725,LX72964,Arizona,F,High School or Below,780191.7081391752,88304.0,95.0,0,Personal Auto,Four-Door Car,276.467811
7726,MR37609,Oregon,M,College,780191.7081391752,0.0,112.0,0,Special Auto,SUV,682.422936
7727,OG30514,Nevada,F,Bachelor,780191.7081391752,65900.0,62.0,0,Personal Auto,Four-Door Car,297.6
7728,GJ44951,Washington,F,Bachelor,780191.7081391752,0.0,67.0,0,Personal Auto,Two-Door Car,321.6
7729,YB19340,Oregon,M,High School or Below,780191.7081391752,61374.0,113.0,0,Corporate Auto,Two-Door Car,210.100003
7730,BD42101,California,M,Bachelor,780191.7081391752,0.0,110.0,1,Corporate Auto,SUV,528.0
7731,RZ89024,Oregon,M,Doctor,780191.7081391752,31841.0,78.0,0,Personal Auto,Four-Door Car,126.857228
7732,ZO20633,Oregon,F,High School or Below,780191.7081391752,27861.0,65.0,0,Corporate Auto,Four-Door Car,312.0
7733,KL39500,Arizona,M,College,780191.7081391752,0.0,83.0,3,Personal Auto,Four-Door Car,736.00483
7734,QK24293,Oregon,F,Doctor,780191.7081391752,0.0,84.0,1,Corporate Auto,Four-Door Car,481.025786
7735,RW71963,Nevada,F,High School or Below,780191.7081391752,94550.0,90.0,0,Personal Auto,Four-Door Car,432.0
7736,HR71115,Nevada,M,College,780191.7081391752,39604.0,68.0,0,Personal Auto,Four-Door Car,63.127223
7737,UL55837,Nevada,F,Bachelor,780191.7081391752,42928.0,93.0,0,Personal Auto,Four-Door Car,651.623195
7738,IW77519,Washington,F,Bachelor,780191.7081391752,54737.0,66.0,0,Personal Auto,Four-Door Car,391.970334
7739,CR88883,Arizona,M,College,780191.7081391752,0.0,68.0,0,Corporate Auto,Two-Door Car,489.6
7740,YD58301,California,F,High School or Below,780191.7081391752,80587.0,78.0,0,Personal Auto,Four-Door Car,276.191729
7741,RT60959,Oregon,F,High School or Below,780191.7081391752,0.0,194.0,0,Corporate Auto,Luxury,931.2
7742,KC67832,California,M,College,780191.7081391752,80028.0,86.0,0,Corporate Auto,Four-Door Car,114.02307
7743,DK92014,Arizona,F,High School or Below,780191.7081391752,11904.0,61.0,2,Personal Auto,Two-Door Car,292.8
7744,ZA44520,Arizona,F,High School or Below,780191.7081391752,54872.0,121.0,0,Personal Auto,SUV,580.8
7745,AJ69060,California,M,College,780191.7081391752,0.0,99.0,0,Personal Auto,Two-Door Car,204.121476
7746,ME35315,Washington,M,College,780191.7081391752,0.0,74.0,0,Corporate Auto,Two-Door Car,532.8
7747,BU61331,Arizona,M,College,780191.7081391752,46417.0,74.0,0,Corporate Auto,Four-Door Car,164.746184
7748,XI68015,Washington,F,College,780191.7081391752,46239.0,67.0,3,Personal Auto,Four-Door Car,6.395416
7749,HG51739,Oregon,F,College,780191.7081391752,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
7750,FI22970,Oregon,F,High School or Below,780191.7081391752,25550.0,61.0,0,Personal Auto,Four-Door Car,439.2
7751,OF93412,Nevada,F,Bachelor,780191.7081391752,27514.0,197.0,0,Personal Auto,SUV,1367.199081
7752,AH97088,Nevada,M,High School or Below,780191.7081391752,84417.0,98.0,0,Personal Auto,Two-Door Car,139.714897
7753,BI81476,Oregon,F,High School or Below,780191.7081391752,55906.0,86.0,0,Personal Auto,Four-Door Car,58.469264
7754,IA18854,California,M,High School or Below,780191.7081391752,21638.0,65.0,0,Personal Auto,Four-Door Car,468.0
7755,OO62338,Oregon,M,Bachelor,780191.7081391752,16121.0,65.0,2,Corporate Auto,Four-Door Car,312.0
7756,JH35547,Oregon,M,College,780191.7081391752,36261.0,68.0,0,Personal Auto,Four-Door Car,16.800832
7757,DY34638,Oregon,F,High School or Below,780191.7081391752,11432.0,119.0,0,Personal Auto,SUV,571.2
7758,MT16688,Arizona,F,Bachelor,780191.7081391752,62566.0,65.0,1,Corporate Auto,Four-Door Car,48.344273
7759,NN51066,Oregon,F,High School or Below,780191.7081391752,10312.0,78.0,0,Personal Auto,Four-Door Car,486.278557
7760,YF73402,Oregon,M,High School or Below,780191.7081391752,67778.0,64.0,1,Personal Auto,Four-Door Car,171.287759
7761,ZR56751,Washington,F,Master,780191.7081391752,92895.0,77.0,0,Personal Auto,Two-Door Car,43.14147
7762,GR32910,California,F,College,780191.7081391752,55290.0,65.0,0,Personal Auto,Four-Door Car,13.874775
7763,MZ89625,California,F,Bachelor,780191.7081391752,23377.0,116.0,0,Personal Auto,Four-Door Car,556.8
7764,IK51081,California,F,College,780191.7081391752,38713.0,66.0,4,Personal Auto,Four-Door Car,316.8
7765,VI34110,Arizona,F,Bachelor,780191.7081391752,0.0,66.0,1,Personal Auto,Four-Door Car,145.896438
7766,VH62312,Nevada,M,College,780191.7081391752,56342.0,69.0,0,Corporate Auto,Four-Door Car,331.2
7767,YU39743,Oregon,M,College,780191.7081391752,29593.0,137.0,0,Personal Auto,Luxury,657.6
7768,RO57944,Nevada,F,High School or Below,780191.7081391752,18495.0,113.0,0,Personal Auto,SUV,542.4
7769,VL32622,California,F,High School or Below,780191.7081391752,82887.0,66.0,1,Corporate Auto,Four-Door Car,420.374805
